#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B81678
#Date Time: 2025-01-10 12:29:37.068
#Sample rate: 7.69231e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 200 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.000532376,0.2025766826745881,0.0345843008049747
-0.000532246,0.2015814480746588,0.03425341605748625
-0.000532116,0.1995909788748002,0.03359164656250935
-0.000531986,0.2005862134747295,0.0345843008049747
-0.000531856,0.1972687648083,0.03359164656250981
-0.0005317260000000001,0.1976005096749414,0.03326076181502106
-0.000531596,0.1972687648082977,0.03392253130999796
-0.000531466,0.1956100404750828,0.03425341605748609
-0.000531336,0.1952782956084398,0.0339225313099978
-0.000531206,0.1946148058751536,0.03359164656250935
-0.000531076,0.1946148058751536,0.03292987706753246
-0.000530946,0.1929560815419381,0.03359164656250935
-0.000530816,0.192624336675295,0.03326076181502091
-0.000530686,0.1916291020753662,0.0342534160574858
-0.0005305560000000001,0.189638632875508,0.03425341605748625
-0.000530426,0.1883116534089345,0.03392253130999796
-0.000530296,0.1879799085422916,0.03425341605748625
-0.000530166,0.1886433982755778,0.03326076181502091
-0.000530036,0.1869846739423623,0.03193722282506712
-0.000529906,0.1879799085422916,0.03226810757255557
-0.000529776,0.1859894393424329,0.03193722282506712
-0.000529646,0.1869846739423618,0.03226810757255542
-0.0005295160000000001,0.1856576944757905,0.03061368383511409
-0.000529386,0.1856576944757894,0.03127545333009023
-0.000529256,0.1846624598758598,0.03127545333009053
-0.000529126,0.183003735542645,0.03193722282506712
-0.000528996,0.1826719906760019,0.03160633807757868
-0.000528866,0.1816767560760726,0.03127545333009023
-0.000528736,0.1820085009427157,0.03193722282506712
-0.000528606,0.1806815214761439,0.03160633807757883
-0.0005284760000000001,0.1786910522762856,0.03028279908762549
-0.000528346,0.1770323279430687,0.03061368383511334
-0.000528216,0.1760370933431402,0.03061368383511319
-0.000528086,0.1767005830764261,0.03028279908762489
-0.000527956,0.1747101138765674,0.03028279908762489
-0.000527826,0.1740466241432812,0.03127545333009023
-0.000527696,0.1703974306102071,0.03127545333009023
-0.000527566,0.1720561549434226,0.03061368383511334
-0.0005274360000000001,0.1700656857435649,0.03094456858260163
-0.000527306,0.1717244100767787,0.03028279908762489
-0.000527176,0.1700656857435631,0.03028279908762459
-0.000527046,0.1680752165437054,0.029621029592648
-0.000526916,0.1684069614103485,0.02995191434013644
-0.000526786,0.1657530024772036,0.02995191434013644
-0.000526656,0.1667482370771329,0.02929014484515955
-0.000526526,0.1644260230106312,0.02862837535018265
-0.000526396,0.1654212576105601,0.02862837535018265
-0.0005262660000000001,0.1657530024772035,0.02929014484515925
-0.000526136,0.1630990435440591,0.02895926009767125
-0.000526006,0.1637625332773437,0.02929014484515895
-0.000525876,0.1607768294775571,0.02796660585520576
-0.000525746,0.1607768294775571,0.02829749060269421
-0.000525616,0.1584546154110553,0.02796660585520576
-0.000525486,0.1611085743442002,0.02862837535018265
-0.000525356,0.1601133397442713,0.02895926009767095
-0.0005252260000000001,0.1567958910778413,0.02763572110771792
-0.000525096,0.1561324013445526,0.02730483636022842
-0.000524966,0.1538101872780522,0.02631218211776338
-0.000524836,0.1544736770113381,0.02598129737027508
-0.000524706,0.1538101872780519,0.02565041262278664
-0.000524576,0.1538101872780519,0.02664306686525197
-0.000524446,0.1531466975447657,0.02598129737027508
-0.000524316,0.1514879732115509,0.02565041262278678
-0.0005241860000000001,0.1514879732115502,0.02498864312781005
-0.000524056,0.1498292488783354,0.02498864312781005
-0.000523926,0.1514879732115493,0.02565041262278649
-0.000523796,0.1494975040116916,0.02531952787529819
-0.000523666,0.1514879732115502,0.02531952787529819
-0.000523536,0.1494975040116916,0.02565041262278664
-0.000523406,0.1471752899451898,0.02598129737027508
-0.000523276,0.1455165656119743,0.02565041262278664
-0.000523146,0.1445213310120455,0.02366510413785686
-0.0005230160000000001,0.1435260964121161,0.02366510413785596
-0.000522886,0.142530861812187,0.02333421939036796
-0.000522756,0.1438578412787588,0.02432687363283285
-0.000522626,0.1421991169455433,0.02333421939036751
-0.000522496,0.1431943515454726,0.0246577583803213
-0.000522366,0.141203882345614,0.02333421939036751
-0.000522236,0.1388816682791122,0.02300333464287906
-0.000522106,0.1378864336791834,0.02234156514790247
-0.0005219760000000001,0.1358959644793252,0.02234156514790217
-0.000521846,0.1365594542126111,0.02167979565292513
-0.000521716,0.1378864336791831,0.02134891090543728
-0.000521586,0.138218178545826,0.02234156514790217
-0.000521456,0.1378864336791829,0.02333421939036751
-0.000521326,0.1355642196126812,0.02366510413785596
-0.000521196,0.1335737504128226,0.02333421939036751
-0.000521066,0.1329102606795367,0.02333421939036751
-0.0005209360000000001,0.1329102606795364,0.0243268736328324
-0.000520806,0.1305880466130345,0.02333421939036676
-0.000520676,0.1302563017463914,0.02167979565292542
-0.000520546,0.1299245568797484,0.02201068040041372
-0.000520416,0.128597577413176,0.02300333464287906
-0.000520286,0.1282658325465329,0.02300333464287906
-0.000520156,0.1256118736133881,0.02234156514790217
-0.000520026,0.1252801287467451,0.02234156514790217
